,File,guessed_race
544,2006_04561.htm.txt,white
545,2006_04689.htm.txt,white
546,2006_05432.htm.txt,white
547,2006_05448.htm.txt,white
548,2014_02199.htm.txt,white
549,2014_03068.htm.txt,white
550,2014_03417.htm.txt,white
551,2014_06409.htm.txt,white
552,2015_01322.htm.txt,white
553,2015_02328.htm.txt,white
554,2015_02330.htm.txt,white
555,2013_00826.htm.txt,white
556,2013_00827.htm.txt,white
557,2013_00837.htm.txt,white
558,2013_01698.htm.txt,white
559,2013_01978.htm.txt,white
560,2013_01979.htm.txt,white
561,2013_02894.htm.txt,white
562,2013_02978.htm.txt,hispanic
563,2013_04183.htm.txt,white
564,2013_06145.htm.txt,white
565,2013_06168.htm.txt,white
566,2013_06459.htm.txt,white
567,2013_07622.htm.txt,white
568,2014_00765.htm.txt,white
569,2014_01049.htm.txt,white
570,2015_03688.htm.txt,white
571,2015_03716.htm.txt,white
572,2015_03998.htm.txt,white
573,2015_07106.htm.txt,white
574,2015_09536.htm.txt,white
575,2016_00799.htm.txt,white
576,2016_01967.htm.txt,white
577,2016_03365.htm.txt,white
578,2016_03622.htm.txt,white
579,2016_03623.htm.txt,white
580,2016_06374.htm.txt,white
581,2016_07419.htm.txt,white
582,2016_08740.htm.txt,white
583,2017_01106.htm.txt,hispanic
584,2017_02263.htm.txt,white
585,2017_02273.htm.txt,white
586,2017_02275.htm.txt,hispanic
587,2017_02276.htm.txt,hispanic
588,2017_02292.htm.txt,white
589,2017_05376.htm.txt,white
590,2017_05385.htm.txt,white
591,2017_06326.htm.txt,white
592,2009_08313.htm.txt,white
593,2009_09787.htm.txt,white
594,2009_09826.htm.txt,white
595,2010_01254.htm.txt,white
596,2010_02217.htm.txt,white
597,2010_02271.htm.txt,white
598,2010_03529.htm.txt,white
599,2010_03978.htm.txt,white
600,2010_05129.htm.txt,white
601,2010_05177.htm.txt,white
602,2010_08211.htm.txt,white
603,2010_08212.htm.txt,white
604,2011_03381.htm.txt,white
605,2011_03386.htm.txt,white
606,2011_03429.htm.txt,white
607,2011_04941.htm.txt,white
608,2011_08054.htm.txt,white
609,2011_08061.htm.txt,white
610,2011_08395.htm.txt,white
611,2008_08882.htm.txt,white
612,2008_08884.htm.txt,white
613,2008_10279.htm.txt,white
614,2008_10280.htm.txt,white
615,2008_10350.htm.txt,white
616,2008_10376.htm.txt,white
617,2009_00766.htm.txt,white
618,2009_00819.htm.txt,white
619,2009_00869.htm.txt,white
620,2009_00872.htm.txt,white
621,2009_01028.htm.txt,white
622,2009_01030.htm.txt,white
623,2009_02043.htm.txt,white
624,2009_02044.htm.txt,white
625,2009_02064.htm.txt,white
626,2009_02102.htm.txt,white
627,2009_04530.htm.txt,white
628,2009_04531.htm.txt,white
629,2009_06947.htm.txt,white
630,2009_07029.htm.txt,white
631,2008_02292.htm.txt,white
632,2008_02293.htm.txt,white
633,2008_03820.htm.txt,white
634,2003_18640.htm.txt,white
635,2003_20110.htm.txt,white
636,2003_20111.htm.txt,white
637,2004_05914.htm.txt,white
638,2004_06932.htm.txt,white
639,2004_09870.htm.txt,white
640,2004_09871.htm.txt,white
641,2004_09944.htm.txt,white
642,2004_09945.htm.txt,white
643,2005_00847.htm.txt,white
644,2005_02084.htm.txt,white
645,2005_02102.htm.txt,hispanic
646,2005_03448.htm.txt,white
647,2005_03450.htm.txt,white
648,2005_05681.htm.txt,white
649,2005_05693.htm.txt,white
650,2005_05694.htm.txt,white
651,2005_05700.htm.txt,white
652,2005_07066.htm.txt,white
653,2005_07172.htm.txt,white
654,2005_07173.htm.txt,white
655,2007_00788.htm.txt,white
656,2007_05944.htm.txt,white
657,2005_08447.htm.txt,white
658,2005_08506.htm.txt,white
659,2005_09939.htm.txt,white
660,2006_00711.htm.txt,white
661,2006_00725.htm.txt,white
662,2006_02074.htm.txt,white
663,2006_03187.htm.txt,hispanic
664,2006_03314.htm.txt,white
665,2006_04714.htm.txt,white
666,2014_02181.htm.txt,white
667,2014_03053.htm.txt,black
668,2014_06403.htm.txt,white
669,2015_02316.htm.txt,white
670,2013_00594.htm.txt,white
671,2013_00624.htm.txt,white
672,2013_01668.htm.txt,white
673,2013_01707.htm.txt,white
674,2013_01941.htm.txt,white
675,2013_01975.htm.txt,hispanic
676,2013_04527.htm.txt,white
677,2013_04528.htm.txt,white
678,2013_07296.htm.txt,white
679,2013_07308.htm.txt,white
680,2013_07311.htm.txt,white
681,2013_07324.htm.txt,white
682,2013_07328.htm.txt,hispanic
683,2013_08770.htm.txt,white
684,2014_00776.htm.txt,white
685,2014_01058.htm.txt,white
686,2014_01092.htm.txt,white
687,2015_08541.htm.txt,white
688,2009_08314.htm.txt,white
689,2010_01281.htm.txt,white
690,2010_02192.htm.txt,white
691,2010_02231.htm.txt,white
692,2010_02323.htm.txt,white
693,2010_05094.htm.txt,white
694,2010_05167.htm.txt,white
695,2010_06875.htm.txt,white
696,2010_06908.htm.txt,white
697,2010_06955.htm.txt,white
698,2010_07008.htm.txt,white
699,2010_07009.htm.txt,white
700,2010_08314.htm.txt,white
701,2010_09812.htm.txt,white
702,2011_00845.htm.txt,white
703,2011_00881.htm.txt,white
704,2011_02169.htm.txt,white
705,2011_02251.htm.txt,white
706,2011_06712.htm.txt,white
707,2011_08067.htm.txt,white
708,2008_08771.htm.txt,white
709,2008_08840.htm.txt,white
710,2008_08903.htm.txt,white
711,2008_08909.htm.txt,white
712,2008_08915.htm.txt,white
713,2008_08931.htm.txt,white
714,2008_10388.htm.txt,white
715,2009_00820.htm.txt,white
716,2009_00853.htm.txt,white
717,2009_01034.htm.txt,white
718,2009_02198.htm.txt,white
719,2009_03309.htm.txt,white
720,2009_06930.htm.txt,white
721,2009_08279.htm.txt,white
722,2008_02235.htm.txt,white
723,2008_02325.htm.txt,white
724,2008_02326.htm.txt,white
725,2008_03799.htm.txt,white
726,2008_03802.htm.txt,white
727,2008_05151.htm.txt,white
728,2008_05182.htm.txt,white
729,2008_05203.htm.txt,white
730,2008_06054.htm.txt,white
731,2003_18562.htm.txt,white
732,2003_18709.htm.txt,white
733,2003_18745.htm.txt,white
734,2003_20218.htm.txt,white
735,2003_20219.htm.txt,white
736,2003_20220.htm.txt,white
737,2004_00852.htm.txt,white
738,2004_03449.htm.txt,white
739,2004_03450.htm.txt,white
740,2004_05015.htm.txt,white
741,2004_05020.htm.txt,white
742,2004_08500.htm.txt,white
743,2005_00805.htm.txt,white
744,2005_00806.htm.txt,white
745,2005_04796.htm.txt,white
746,2005_05655.htm.txt,white
747,2005_07061.htm.txt,white
748,2005_07062.htm.txt,white
749,2005_07138.htm.txt,white
750,2007_04902.htm.txt,white
751,2007_05021.htm.txt,white
752,2007_05917.htm.txt,white
753,2007_07103.htm.txt,white
754,2007_08574.htm.txt,white
755,2005_09818.htm.txt,white
756,2006_00816.htm.txt,white
757,2006_00926.htm.txt,white
758,2006_05475.htm.txt,white
759,2014_06734.htm.txt,api
760,2014_08144.htm.txt,white
761,2015_00014.htm.txt,white
762,2015_00130.htm.txt,white
763,2015_01072.htm.txt,white
764,2015_01110.htm.txt,white
765,2015_02341.htm.txt,white
766,2015_02349.htm.txt,white
767,2015_02370.htm.txt,hispanic
768,2015_02650.htm.txt,white
769,2013_00813.htm.txt,white
770,2013_00856.htm.txt,white
771,2013_01653.htm.txt,white
772,2013_01670.htm.txt,white
773,2013_01940.htm.txt,white
774,2013_03235.htm.txt,white
775,2013_03583.htm.txt,white
776,2013_04141.htm.txt,white
777,2013_04215.htm.txt,white
778,2013_04531.htm.txt,white
779,2013_04534.htm.txt,white
780,2013_04535.htm.txt,white
781,2013_05117.htm.txt,white
782,2013_06105.htm.txt,white
783,2013_06193.htm.txt,white
784,2013_06467.htm.txt,white
785,2013_06468.htm.txt,white
786,2014_01091.htm.txt,white
787,2015_03649.htm.txt,white
788,2015_07363.htm.txt,white
789,2015_08542.htm.txt,white
790,2015_09456.htm.txt,hispanic
791,2016_05299.htm.txt,white
792,2017_02576.htm.txt,white
793,2009_08315.htm.txt,hispanic
794,2009_09887.htm.txt,white
795,2009_09888.htm.txt,white
796,2010_01192.htm.txt,white
797,2010_02232.htm.txt,white
798,2010_02351.htm.txt,white
799,2010_03651.htm.txt,white
800,2010_04159.htm.txt,hispanic
801,2010_04223.htm.txt,hispanic
802,2010_05128.htm.txt,white
803,2010_05454.htm.txt,white
804,2010_05916.htm.txt,white
805,2010_05931.htm.txt,white
806,2010_06655.htm.txt,white
807,2010_06809.htm.txt,white
808,2010_08149.htm.txt,white
809,2010_08214.htm.txt,white
810,2010_08271.htm.txt,white
811,2010_08286.htm.txt,white
812,2011_00824.htm.txt,white
813,2011_00903.htm.txt,white
814,2011_01194.htm.txt,white
815,2011_02199.htm.txt,white
816,2011_02226.htm.txt,white
817,2011_02599.htm.txt,white
818,2011_03412.htm.txt,white
819,2011_03442.htm.txt,white
820,2011_04854.htm.txt,white
821,2011_04883.htm.txt,white
822,2011_04927.htm.txt,white
823,2011_05247.htm.txt,white
824,2011_06316.htm.txt,white
825,2011_08011.htm.txt,white
826,2011_08024.htm.txt,white
827,2011_08427.htm.txt,white
828,2011_08621.htm.txt,white
829,2008_09099.htm.txt,white
830,2009_06569.htm.txt,white
831,2009_07030.htm.txt,black
832,2008_03659.htm.txt,white
833,2008_04103.htm.txt,white
834,2007_06287.htm.txt,white
835,2014_01911.htm.txt,white
836,2014_02304.htm.txt,white
837,2014_03106.htm.txt,white
838,2014_03134.htm.txt,white
839,2014_04630.htm.txt,white
840,2014_04664.htm.txt,white
841,2014_04794.htm.txt,white
842,2014_05103.htm.txt,white
843,2014_05249.htm.txt,white
844,2014_06738.htm.txt,white
845,2014_06847.htm.txt,hispanic
846,2014_07192.htm.txt,white
847,2014_07862.htm.txt,white
848,2014_08658.htm.txt,hispanic
849,2014_09154.htm.txt,white
850,2015_00117.htm.txt,white
851,2015_00119.htm.txt,white
852,2015_02331.htm.txt,white
853,2015_02507.htm.txt,white
854,2015_02628.htm.txt,white
855,2015_03376.htm.txt,white
856,2013_00510.htm.txt,white
857,2013_00609.htm.txt,white
858,2013_01650.htm.txt,white
859,2013_01703.htm.txt,white
860,2013_01704.htm.txt,white
