,File,Judges
131,2009_08659.htm.txt,
132,2009_08660.htm.txt,
133,2009_08661.htm.txt,
134,2009_08680.htm.txt,
135,2009_08681.htm.txt,
136,2009_08682.htm.txt,
137,2009_08686.htm.txt,
138,2009_08688.htm.txt,
139,2009_08689.htm.txt,
140,2009_08691.htm.txt,
141,2009_08696.htm.txt,
142,2009_08698.htm.txt,
143,2009_08700.htm.txt,
144,2009_08701.htm.txt,
145,2009_08704.htm.txt,
146,2009_08707.htm.txt,"Mercure, J.P., Rose, Malone Jr. and Garry, JJ., concur. Ordered that the judgment and order are af"
147,2009_08708.htm.txt,"Cardona, P.J., Kane, Stein and Garry, JJ., concur. Ordered that the judgment is af"
148,2009_08709.htm.txt,"Cardona, P.J., Peters, Kane and Garry, JJ., concur. Ordered that the judgment is af"
149,2009_08710.htm.txt,"Cardona, P.J., Lahtinen, Kane and Stein, JJ., concur. Ordered that the judgment is af"
150,2009_08711.htm.txt,"Cardona, P.J., Peters, Kavanagh and Stein, JJ., concur. Ordered that the judgment is af"
151,2009_08712.htm.txt,"Rose, J.P., Kavanagh, Stein and McCarthy, JJ., concur. Ordered that the judgment is af"
152,2009_08713.htm.txt,"Mercure, Spain, Malone Jr. and Kavanagh, JJ., concur. Ordered that the judgment is af"
153,2009_08714.htm.txt,"Rose, Kane, Kavanagh and McCarthy, JJ., concur. Ordered that the order is affirmed, without"
154,2009_08719.htm.txt,"Spain, J.P., Rose, McCarthy and Garry, JJ., concur. Ordered that the order is affirmed, without"
155,2009_08796.htm.txt,"The defendant's remaining contentions are without merit. Rivera, J.P., Dickerson, Hall and Lott, JJ..."
156,2009_08797.htm.txt,"Contrary to the defendant's contention, the People established, by clear and convincing evidence (s..."
157,2009_08832.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
158,2009_08833.htm.txt,"Contrary to the People's argument, the defendant preserved his contentions that the prosecutor made..."
159,2009_08834.htm.txt,"Under the circumstances, the minimum period of postrelease supervision that the sentencing court co..."
160,2009_08835.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
161,2009_08836.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
162,2009_08837.htm.txt,"Dickerson, Eng and Hall, JJ."
163,2009_08838.htm.txt,"The defendant received the effective assistance of counsel (see People v Benevento, 91 NY2d 708 [19..."
164,2009_08839.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
165,2009_08840.htm.txt,"Since it is possible to knowingly possess stolen property with a value in excess of $3,000 without ..."
166,2009_08841.htm.txt,In fulfilling our responsibility to conduct an independent review of the weight of the evidence (se...
167,2009_08842.htm.txt,"The defendant's remaining contentions are unpreserved for appellate review and, in any event, are w..."
168,2009_08843.htm.txt,It is settled that  [t]he right to appeal in a criminal action is purely statutory  (People v Taylo...
169,2009_08844.htm.txt,The defendant's waivers of his right to appeal preclude appellate review of his contention that he ...
170,2009_08845.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
171,2009_08846.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
172,2009_08847.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
173,2009_08848.htm.txt,"The defendant's remaining contentions, raised in his supplemental pro se brief, are unpreserved for..."
174,2009_08849.htm.txt,The defendant's remaining contention that the Supreme Court improperly based the [*2]sentence on cr...
175,2009_08850.htm.txt,"Contrary to the defendant's contention, he was not denied a fair trial by the prosecutor's comments..."
176,2009_08851.htm.txt,"The defendant's remaining contentions are without merit. Mastro, J.P., Dickerson and Eng, JJ."
177,2009_08859.htm.txt,
178,2009_08860.htm.txt,
179,2009_08865.htm.txt,
180,2009_08867.htm.txt,
181,2009_08871.htm.txt,
182,2009_08872.htm.txt,
183,2009_08875.htm.txt,
184,2009_08879.htm.txt,
185,2009_08882.htm.txt,
186,2009_08883.htm.txt,
187,2009_08885.htm.txt,
188,2009_08890.htm.txt,"Cardona, P.J., Spain, Lahtinen and Stein, JJ., concur. Ordered that the judgment is modified, on th..."
189,2009_08891.htm.txt,"Cardona, P.J., Spain, Stein and McCarthy, JJ., concur. Ordered that the judgment is af"
190,2009_08892.htm.txt,"Peters, J.P., Spain, Kane and Malone Jr., JJ., concur. Ordered that the judgment is af"
191,2009_08893.htm.txt,"Peters, J.P., Rose, Kavanagh and McCarthy, JJ., concur. Ordered that the judgment is af"
192,2009_08894.htm.txt,"Peters, J.P., Rose, Kavanagh and McCarthy, JJ."
193,2009_08895.htm.txt,"Mercure, J.P., Rose, Malone Jr. and Garry, JJ., concur. Ordered that the judgment is reversed, on t..."
194,2009_08896.htm.txt,"Rose, Malone Jr., McCarthy and Garry, JJ., concur. Ordered that the order is af"
195,2009_08902.htm.txt,"While the Board's recommendation was not binding on County Court (see People v Woodard, 63 AD3d 165..."
196,2009_08943.htm.txt,
197,2009_08944.htm.txt,
198,2009_08947.htm.txt,
199,2009_08948.htm.txt,
200,2009_08953.htm.txt,
201,2009_08955.htm.txt,
202,2009_08957.htm.txt,
203,2009_08959.htm.txt,
204,2009_08964.htm.txt,
205,2009_08966.htm.txt,
206,2009_08971.htm.txt,
207,2009_08972.htm.txt,
208,2009_09011.htm.txt,"Accordingly, the determination of the County Court to designate the defendant a level three sex off..."
209,2009_09033.htm.txt,In fulfilling our responsibility to conduct an independent review of the weight of the evidence (se...
210,2009_09034.htm.txt,"The defendants' arguments, raised in his supplemental pro se brief, that he was deprived of a fair ..."
211,2009_09035.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
212,2009_09036.htm.txt,"On appeal, the defendant contends that the resentencing court failed to exercise its discretion to ..."
213,2009_09037.htm.txt,"There is no merit to the defendant's remaining contention, raised in point two of her brief, allegi..."
214,2009_09038.htm.txt,"Moreover, since the defendant pleaded guilty with the understanding that he would receive the sente..."
215,2009_09039.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
216,2009_09040.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
217,2009_09041.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
218,2009_09042.htm.txt,As the People did not offer identification testimony at the trial from the witness who made a showu...
219,2009_09043.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
220,2009_09044.htm.txt,"The defendant's challenge to the judgment convicting him of burglary in the first degree, upon his ..."
221,2009_09045.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
222,2009_09046.htm.txt,"The defendant's remaining contentions are unpreserved for appellate review and, in any event, are w..."
223,2009_09047.htm.txt,"In order to be valid, a plea of guilty must be knowing, voluntary, and intelligent (see People v Fi..."
224,2009_09048.htm.txt,"The defendant's remaining contentions are without merit. Dillon, J.P., Florio, Miller and Angiolill..."
225,2009_09049.htm.txt,The defendant's contention that his waiver of the right to a jury trial was inadequate is unpreserv...
226,2009_09050.htm.txt,"The defendant's remaining contention is without merit. Dillon, J.P., Florio, Balkin and Leventhal, ..."
227,2009_09051.htm.txt,"The defendant's remaining contention is without merit. Fisher, J.P., Angiolillo, Lott and Sgroi, JJ..."
228,2009_09052.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
229,2009_09053.htm.txt,"The defendant's remaining contentions, raised in his supplemental pro se brief, are without merit. ..."
230,2009_09054.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
231,2009_09055.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
232,2009_09056.htm.txt,"Accordingly, the People should only have been charged with 125 days, rather the 192 days determined..."
233,2009_09057.htm.txt,
234,2009_09064.htm.txt,
235,2009_09070.htm.txt,
236,2009_09074.htm.txt,
237,2009_09078.htm.txt,
238,2009_09080.htm.txt,
239,2009_09082.htm.txt,
240,2009_09084.htm.txt,
241,2009_09090.htm.txt,"Peters, J.P., Kane, Kavanagh and McCarthy, JJ., concur. Ordered that the judgment is af"
242,2009_09091.htm.txt,"Peters, Lahtinen, Kane and Stein, JJ., concur. Ordered that the judgment is af"
243,2009_09092.htm.txt,"Peters, Kane, Stein and Garry, JJ., concur. Ordered that the judgment is af"
244,2009_09093.htm.txt,"Peters, J.P., Rose, Kane, Stein and McCarthy, JJ., concur. Ordered that the appeal is dismissed, a"
245,2009_09094.htm.txt,"Mercure, J.P., Rose, Kane, Kavanagh and Garry, JJ., concur. Ordered that the judgment is affirmed, ..."
246,2009_09095.htm.txt,"Mercure, J.P., Spain, Kane, Kavanagh and McCarthy, JJ., concur. Ordered that the judgment is affirm..."
247,2009_09096.htm.txt,"Cardona, P.J., Kane, Stein and Garry, JJ., concur. Ordered that the judgment is af"
248,2009_09144.htm.txt,
249,2009_09146.htm.txt,
250,2009_09150.htm.txt,
251,2009_09155.htm.txt,
252,2009_09157.htm.txt,
253,2009_09159.htm.txt,
254,2009_09163.htm.txt,
255,2009_09164.htm.txt,
256,2009_09198.htm.txt,"The defendant's remaining contentions are without merit (see Correction Law § 168-a [3], [7] [b]; P..."
257,2009_09241.htm.txt,Although defense counsel erred in failing to object to the testimony of the People's expert that so...
258,2009_09242.htm.txt,"Contrary to the defendant's contention, his claim that his waiver of his right to appeal was invali..."
259,2009_09243.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
260,2009_09244.htm.txt,The defendant's contention that the police did not have probable cause to stop his car is unpreserv...
261,2009_09245.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
262,2009_09246.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
263,2009_09247.htm.txt,The Supreme Court providently exercised its discretion in denying the defendant's application for y...
264,2009_09248.htm.txt,The defendant's contention that the court failed to abide by its sentencing promise is unpreserved ...
265,2009_09249.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
266,2009_09250.htm.txt,"Ordered that the resentence is affirmed. No opinion. Prudenti, P.J., Dillon, Angiolillo, Belen and ..."
267,2009_09251.htm.txt,"Moreover, since the defendant received the sentence for which he bargained, he has no basis to comp..."
268,2009_09253.htm.txt,"The sentence imposed was not excessive (see People v Suitte, 90 AD2d 80 [1982]). Dillon, J.P., Flor..."
269,2009_09254.htm.txt,The defendant's argument that the persistent violent felony offender sentencing scheme under Penal ...
270,2009_09255.htm.txt,"Contrary to the People's contention, the defendant's purported waiver of his right to appeal cannot..."
271,2009_09256.htm.txt,"The defendant was not entitled to a missing witness charge (see People v Savinon, 100 NY2d 192, 197..."
272,2009_09257.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
273,2009_09258.htm.txt,"The defendant's remaining contentions are unpreserved for appellate review and, in any event, are w..."
274,2009_09259.htm.txt,"Under the circumstances of this case, the defendant is entitled to have the judgment vacated and a ..."
275,2009_09260.htm.txt,"In any event, viewing the evidence in the light most favorable to the prosecution (see People v Con..."
276,2009_09261.htm.txt,"The defendant's remaining contentions are without merit. Fisher, J.P., Angiolillo, Lott and Sgroi, ..."
277,2009_09262.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
278,2009_09273.htm.txt,
279,2009_09276.htm.txt,
280,2009_09278.htm.txt,
281,2009_09279.htm.txt,
282,2009_09281.htm.txt,
283,2009_09293.htm.txt,
284,2009_09296.htm.txt,
285,2009_09299.htm.txt,
286,2009_09300.htm.txt,
287,2009_09303.htm.txt,
288,2009_09317.htm.txt,"Kavanagh, Stein, McCarthy and Garry, JJ., concur. Ordered that the judgment is modified, on the law..."
289,2009_09318.htm.txt,"Cardona, P.J., Lahtinen, Stein and McCarthy, JJ., concur. Ordered that the judgment is af"
290,2009_09319.htm.txt,"Cardona, P.J., Kane, Stein and Garry, JJ., concur. Ordered that the judgment is af"
291,2009_09320.htm.txt,"Cardona, P.J., Mercure, Spain and Malone Jr., concur. [*3]Ordered that the judgment is af"
292,2009_09321.htm.txt,"Peters, J.P., Rose, Kane and McCarthy, JJ., concur. Ordered that the judgment is af"
293,2009_09322.htm.txt,"Mercure, J.P., Rose, Kane, Stein and Garry, JJ., concur. Ordered that the judgment is af"
294,2009_09323.htm.txt,"Cardona, P.J., Peters, Kane and Garry, JJ., concur. Ordered that the judgment is af"
295,2009_09326.htm.txt,"Cardona, P.J., Lahtinen, Stein and McCarthy, JJ., concur. Ordered that the order is affirmed, witho..."
296,2009_09370.htm.txt,
297,2009_09376.htm.txt,
298,2009_09378.htm.txt,
299,2009_09382.htm.txt,
300,2009_09387.htm.txt,
301,2009_09390.htm.txt,
302,2009_09393.htm.txt,
303,2009_09396.htm.txt,
304,2009_09399.htm.txt,
305,2009_09401.htm.txt,
306,2009_09402.htm.txt,
307,2009_09446.htm.txt,Inasmuch as the appellant does not raise any issue with respect to the Supreme Court's risk level d...
308,2009_09447.htm.txt,"In light of this determination, the defendant's remaining contentions need not be addressed. Rivera..."
309,2009_09482.htm.txt,"The defendant's knowing, intelligent, and voluntary waiver of his right to appeal as part of his pl..."
310,2009_09483.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
311,2009_09484.htm.txt,"The defendant's waiver of his right to appeal was knowing, voluntary, and intelligent (see People v..."
312,2009_09485.htm.txt,"The sentence imposed was not excessive (see People v Suitte, 90 AD2d 80, 83 [1982]). Fisher, J.P., ..."
313,2009_09486.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
314,2009_09487.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
315,2009_09489.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
316,2009_09490.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
317,2009_09491.htm.txt,"The defendant knowingly, voluntarily, and intelligently waived his right to appeal (see People v Ra..."
318,2009_09492.htm.txt,There is no merit to the defendant's contention that he was denied the effective assistance of coun...
319,2009_09493.htm.txt,"The defendant's remaining contention is unpreserved for appellate review, and we decline to review ..."
320,2009_09494.htm.txt,"The defendant's remaining contentions, including those raised in his supplemental pro se brief, eit..."
321,2009_09495.htm.txt,"Viewing the evidence in the light most favorable to the prosecution (see People v Contes, 60 NY2d 6..."
322,2009_09496.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
323,2009_09497.htm.txt,The defendant's claims of alleged improprieties in the prosecutor's summation are unpreserved for a...
324,2009_09498.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
325,2009_09499.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
326,2009_09500.htm.txt,"Additionally, although not preserved for appellate review because no objection was raised (see CPL ..."
327,2009_09501.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
328,2009_09502.htm.txt,"The sentence imposed was not excessive (see People v Suitte, 90 AD2d 80 [1982]). Rivera, J.P., Flor..."
329,2009_09503.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
330,2009_09504.htm.txt,"In light of our determination, we need not reach the defendant's remaining contentions. Rivera, J.P..."
331,2009_09505.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
332,2009_09507.htm.txt,
333,2009_09508.htm.txt,
334,2009_09512.htm.txt,
335,2009_09515.htm.txt,
336,2009_09516.htm.txt,
337,2009_09520.htm.txt,
338,2009_09532.htm.txt,
339,2009_09536.htm.txt,
340,2009_09539.htm.txt,
341,2009_09542.htm.txt,
342,2009_09546.htm.txt,
343,2009_09550.htm.txt,"Spain, Rose, Kane and Garry, JJ., concur. Ordered that the order is modified, on the law, by revers..."
344,2009_09551.htm.txt,"Cardona, P.J., Mercure, Spain and Lahtinen, JJ., concur. Ordered that the judgment is af"
345,2009_09552.htm.txt,"Mercure, J.P., Spain, Rose and Kane, JJ., concur. Ordered that the judgment is af"
346,2009_09553.htm.txt,"Mercure, J.P., Rose, Kane and Garry, JJ., concur. Ordered that the amended order is af"
347,2009_09554.htm.txt,"Cardona, P.J., Mercure, Lahtinen and Kane, JJ., concur. Ordered that the judgment is reversed, on t..."
348,2009_09555.htm.txt,"Cardona, P.J., Mercure, Lahtinen and Kane, JJ., concur. Ordered that the appeal is dis"
349,2009_09556.htm.txt,"Cardona, P.J., Mercure, Spain and Kane, JJ., concur. Ordered that the judgment is modified, on the ..."
350,2009_09557.htm.txt,"Spain, J.P., Rose, Lahtinen and Kavanagh, JJ., concur. Ordered that the order is reversed, on the l..."
351,2009_09558.htm.txt,"Mercure, J.P., Spain, Kane, Kavanagh and Garry, JJ., concur. Ordered that the judgment is modified,..."
352,2009_09559.htm.txt,"Mercure, Spain, Malone Jr. and Kavanagh, JJ., concur. Ordered that the order is af"
353,2009_09633.htm.txt,"The defendant failed to show, by clear and convincing evidence, the existence of a special circumst..."
354,2009_09634.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
355,2009_09635.htm.txt,The Supreme Court's determination to designate the defendant a level two sex offender was supported...
356,2009_09636.htm.txt,"Contrary to the defendant's assertion, the proof offered at the hearing showing that he violated pr..."
357,2009_09669.htm.txt,"Viewing the evidence in the light most favorable to the prosecution (see People v Contes, 60 NY2d 6..."
358,2009_09670.htm.txt,"The defendant's remaining contentions are without merit. Dillon, J.P., Santucci, Florio and Hall, J..."
359,2009_09671.htm.txt,"In view of the foregoing, we do not reach the parties' remaining contentions. Mastro, J.P., Florio,..."
360,2009_09672.htm.txt,The defendant's challenge to the factual sufficiency of his plea allocution is unpreserved for appe...
361,2009_09673.htm.txt,Since  the defendant admitted to the violation[s] of probation with a full understanding that he wo...
362,2009_09674.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
363,2009_09675.htm.txt,"Since the trial court should have proceeded with the second and third steps of the Batson inquiry, ..."
364,2009_09676.htm.txt,"Additionally, the defendant's contention that various comments made by the prosecutor during summat..."
365,2009_09677.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
366,2009_09678.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
367,2009_09679.htm.txt,The decision whether to permit a defendant to withdraw his pleas of guilty lies in the sound discre...
368,2009_09680.htm.txt,"The defendant's contention that, as applied to this case, the predicate violent felony statute resu..."
369,2009_09681.htm.txt,"The defendant's remaining contention is unpreserved for appellate review and, in any event, is with..."
370,2009_09682.htm.txt,The defendant's remaining contentions are either without merit or academic in light of our determin...
371,2009_09683.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
372,2009_09684.htm.txt,The defendant pleaded guilty in exchange for the court's promise that he would be sentenced to two ...
373,2009_09685.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
374,2009_09686.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
375,2009_09687.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
376,2009_09688.htm.txt,"The remaining contentions are without merit. Skelos, J.P., Dickerson, Eng and Sgroi, JJ."
377,2009_09689.htm.txt,"The defendant's remaining contention is without merit. Dillon, J.P., Miller, Eng, Hall and Sgroi, J..."
378,2009_09690.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
379,2009_09693.htm.txt,
380,2009_09700.htm.txt,
381,2009_09701.htm.txt,
382,2009_09704.htm.txt,
383,2009_09705.htm.txt,
384,2009_09712.htm.txt,
385,2009_09717.htm.txt,
386,2009_09719.htm.txt,
387,2009_09721.htm.txt,
388,2009_09728.htm.txt,
389,2009_09745.htm.txt,
390,2009_09754.htm.txt,
391,2009_09771.htm.txt,
392,2009_09782.htm.txt,
393,2009_09783.htm.txt,
394,2009_09784.htm.txt,
395,2009_09785.htm.txt,
396,2009_09786.htm.txt,
397,2009_09787.htm.txt,
398,2009_09788.htm.txt,
399,2009_09798.htm.txt,
400,2009_09799.htm.txt,
401,2009_09800.htm.txt,
402,2009_09801.htm.txt,
403,2009_09802.htm.txt,
404,2009_09803.htm.txt,
405,2009_09804.htm.txt,
406,2009_09819.htm.txt,
407,2009_09820.htm.txt,
408,2009_09821.htm.txt,
409,2009_09822.htm.txt,
410,2009_09823.htm.txt,
411,2009_09824.htm.txt,
412,2009_09825.htm.txt,
413,2009_09826.htm.txt,
414,2009_09833.htm.txt,
415,2009_09834.htm.txt,
416,2009_09835.htm.txt,
417,2009_09836.htm.txt,
418,2009_09837.htm.txt,
419,2009_09838.htm.txt,
420,2009_09839.htm.txt,
421,2009_09840.htm.txt,
422,2009_09856.htm.txt,
423,2009_09857.htm.txt,
424,2009_09858.htm.txt,
425,2009_09859.htm.txt,
426,2009_09865.htm.txt,
427,2009_09866.htm.txt,
428,2009_09867.htm.txt,
429,2009_09868.htm.txt,
430,2009_09869.htm.txt,
431,2009_09870.htm.txt,
432,2009_09871.htm.txt,
433,2009_09872.htm.txt,
434,2009_09887.htm.txt,
435,2009_09888.htm.txt,
436,2009_09889.htm.txt,
437,2009_09893.htm.txt,
438,2009_09894.htm.txt,
439,2009_09895.htm.txt,
440,2009_09896.htm.txt,
441,2009_09897.htm.txt,
442,2009_09898.htm.txt,
443,2009_09899.htm.txt,
444,2009_09911.htm.txt,
445,2009_09913.htm.txt,
446,2009_09914.htm.txt,
447,2009_09915.htm.txt,
448,2009_09916.htm.txt,
449,2009_09917.htm.txt,
450,2009_09918.htm.txt,
451,2009_09930.htm.txt,
452,2009_09931.htm.txt,
453,2009_09952.htm.txt,
454,2009_09953.htm.txt,
455,2009_09954.htm.txt,
456,2009_09955.htm.txt,
457,2009_09956.htm.txt,
458,2009_09957.htm.txt,
459,2009_09958.htm.txt,
460,2009_09959.htm.txt,
461,2009_09960.htm.txt,
462,2009_09961.htm.txt,
463,2009_09962.htm.txt,
464,2009_09963.htm.txt,
465,2009_09964.htm.txt,
466,2009_09966.htm.txt,
467,2009_09969.htm.txt,
468,2009_09972.htm.txt,
469,2009_09979.htm.txt,
470,2009_09987.htm.txt,
